pwsid,year,source_type,source_status,number_of_sources
CA3710018,2022,emergency interties,new,0
CA3710019,2022,groundwater,new,0
CA3710019,2022,surface water,new,0
CA3710019,2022,purchased groundwater,new,0
CA3710019,2022,purchased surface water,new,0
CA3710019,2022,standby sources,new,0
CA3710019,2022,emergency interties,new,NA
CA3710020,2022,groundwater,new,NA
CA3710020,2022,surface water,new,NA
CA3710020,2022,purchased groundwater,new,NA
CA3710020,2022,purchased surface water,new,NA
CA3710020,2022,standby sources,new,NA
CA3710020,2022,emergency interties,new,NA
CA3710021,2022,groundwater,new,0
CA3710021,2022,surface water,new,0
CA3710021,2022,purchased groundwater,new,0
CA3710021,2022,purchased surface water,new,0
CA3710021,2022,standby sources,new,0
CA3710021,2022,emergency interties,new,0
CA3710023,2022,groundwater,new,0
CA3710023,2022,surface water,new,0
CA3710023,2022,purchased groundwater,new,0
CA3710023,2022,purchased surface water,new,0
CA3710023,2022,standby sources,new,0
CA3710023,2022,emergency interties,new,0
CA3710025,2022,groundwater,new,NA
CA3710025,2022,surface water,new,NA
CA3710025,2022,purchased groundwater,new,NA
CA3710025,2022,purchased surface water,new,NA
CA3710025,2022,standby sources,new,NA
CA3710025,2022,emergency interties,new,NA
CA3710026,2022,groundwater,new,NA
CA3710026,2022,surface water,new,NA
CA3710026,2022,purchased groundwater,new,NA
CA3710026,2022,purchased surface water,new,NA
CA3710026,2022,standby sources,new,NA
CA3710026,2022,emergency interties,new,NA
CA3710027,2022,groundwater,new,0
CA3710027,2022,surface water,new,0
CA3710027,2022,purchased groundwater,new,0
CA3710027,2022,purchased surface water,new,0
CA3710027,2022,standby sources,new,0
CA3710027,2022,emergency interties,new,17
CA3710029,2022,groundwater,new,0
CA3710029,2022,surface water,new,0
CA3710029,2022,purchased groundwater,new,0
CA3710029,2022,purchased surface water,new,0
CA3710029,2022,standby sources,new,0
CA3710029,2022,emergency interties,new,0
CA3710034,2022,groundwater,new,0
CA3710034,2022,surface water,new,0
CA3710034,2022,purchased groundwater,new,0
CA3710034,2022,purchased surface water,new,0
CA3710034,2022,standby sources,new,0
CA3710034,2022,emergency interties,new,0
CA3710036,2022,groundwater,new,0
CA3710036,2022,surface water,new,NA
CA3710036,2022,purchased groundwater,new,NA
CA3710036,2022,purchased surface water,new,NA
CA3710036,2022,standby sources,new,NA
CA3710036,2022,emergency interties,new,NA
CA3710037,2022,groundwater,new,NA
CA3710037,2022,surface water,new,NA
CA3710037,2022,purchased groundwater,new,NA
CA3710037,2022,purchased surface water,new,NA
CA3710037,2022,standby sources,new,NA
CA3710037,2022,emergency interties,new,NA
CA3710044,2022,groundwater,new,0
CA3710044,2022,surface water,new,0
CA3710044,2022,purchased groundwater,new,0
CA3710044,2022,purchased surface water,new,0
CA3710044,2022,standby sources,new,0
CA3710044,2022,emergency interties,new,0
CA3810011,2022,groundwater,new,0
CA3810011,2022,surface water,new,0
CA3810011,2022,purchased groundwater,new,0
CA3810011,2022,purchased surface water,new,0
CA3810011,2022,standby sources,new,1
CA3810011,2022,emergency interties,new,0
CA3810700,2022,groundwater,new,NA
CA3810700,2022,surface water,new,NA
CA3810700,2022,purchased groundwater,new,NA
CA3810700,2022,purchased surface water,new,NA
CA3810700,2022,standby sources,new,NA
CA3810700,2022,emergency interties,new,NA
CA3910001,2022,groundwater,new,NA
CA3910001,2022,surface water,new,NA
CA3910001,2022,purchased groundwater,new,NA
CA3910001,2022,purchased surface water,new,NA
CA3910001,2022,standby sources,new,NA
CA3910001,2022,emergency interties,new,NA
CA3910003,2022,groundwater,new,0
CA3910003,2022,surface water,new,0
CA3910003,2022,purchased groundwater,new,0
CA3910003,2022,purchased surface water,new,0
CA3910003,2022,standby sources,new,0
CA3910003,2022,emergency interties,new,0
CA3910004,2022,groundwater,new,0
CA3910004,2022,surface water,new,0
CA3910004,2022,purchased groundwater,new,0
CA3910004,2022,purchased surface water,new,0
CA3910004,2022,standby sources,new,0
CA3910004,2022,emergency interties,new,0
CA3910005,2022,groundwater,new,0
CA3910005,2022,surface water,new,0
CA3910005,2022,purchased groundwater,new,0
CA3910005,2022,purchased surface water,new,1
CA3910005,2022,standby sources,new,2
CA3910005,2022,emergency interties,new,0
CA3910007,2022,groundwater,new,NA
CA3910007,2022,surface water,new,0
CA3910007,2022,purchased groundwater,new,0
CA3910007,2022,purchased surface water,new,0
CA3910007,2022,standby sources,new,0
CA3910007,2022,emergency interties,new,0
CA3910010,2022,groundwater,new,NA
CA3910010,2022,surface water,new,NA
CA3910010,2022,purchased groundwater,new,NA
CA3910010,2022,purchased surface water,new,NA
CA3910010,2022,standby sources,new,NA
CA3910010,2022,emergency interties,new,NA
CA3910011,2022,groundwater,new,0
CA3910011,2022,surface water,new,0
CA3910011,2022,purchased groundwater,new,0
CA3910011,2022,purchased surface water,new,0
CA3910011,2022,standby sources,new,0
CA3910011,2022,emergency interties,new,0
CA3910012,2022,groundwater,new,NA
CA3910012,2022,surface water,new,NA
CA3910012,2022,purchased groundwater,new,NA
CA3910012,2022,purchased surface water,new,NA
CA3910012,2022,standby sources,new,NA
CA3910012,2022,emergency interties,new,NA
CA3910015,2022,groundwater,new,NA
CA3910015,2022,surface water,new,NA
CA3910015,2022,purchased groundwater,new,NA
CA3910015,2022,purchased surface water,new,1
CA3910015,2022,standby sources,new,NA
CA3910015,2022,emergency interties,new,NA
CA3910017,2022,groundwater,new,NA
CA3910017,2022,surface water,new,NA
CA3910017,2022,purchased groundwater,new,NA
CA3910017,2022,purchased surface water,new,NA
CA3910017,2022,standby sources,new,NA
CA3910017,2022,emergency interties,new,NA
CA3910027,2022,groundwater,new,NA
CA3910027,2022,surface water,new,0
CA3910027,2022,purchased groundwater,new,NA
CA3910027,2022,purchased surface water,new,NA
CA3910027,2022,standby sources,new,NA
CA3910027,2022,emergency interties,new,NA
CA3910803,2022,groundwater,new,NA
CA3910803,2022,surface water,new,NA
CA3910803,2022,purchased groundwater,new,NA
CA3910803,2022,purchased surface water,new,NA
CA3910803,2022,standby sources,new,NA
CA3910803,2022,emergency interties,new,NA
CA4010001,2022,groundwater,new,0
CA4010001,2022,surface water,new,0
CA4010001,2022,purchased groundwater,new,0
CA4010001,2022,purchased surface water,new,0
CA4010001,2022,standby sources,new,0
CA4010001,2022,emergency interties,new,0
CA4010002,2022,groundwater,new,0
CA4010002,2022,surface water,new,0
CA4010002,2022,purchased groundwater,new,0
CA4010002,2022,purchased surface water,new,0
CA4010002,2022,standby sources,new,0
CA4010002,2022,emergency interties,new,0
CA4010004,2022,groundwater,new,NA
CA4010004,2022,surface water,new,NA
CA4010004,2022,purchased groundwater,new,NA
CA4010004,2022,purchased surface water,new,NA
CA4010004,2022,standby sources,new,NA
CA4010004,2022,emergency interties,new,NA
CA4010005,2022,groundwater,new,0
CA4010005,2022,surface water,new,0
CA4010005,2022,purchased groundwater,new,0
CA4010005,2022,purchased surface water,new,0
CA4010005,2022,standby sources,new,0
CA4010005,2022,emergency interties,new,0
CA4010007,2022,groundwater,new,NA
CA4010007,2022,surface water,new,NA
CA4010007,2022,purchased groundwater,new,NA
CA4010007,2022,purchased surface water,new,NA
CA4010007,2022,standby sources,new,NA
CA4010007,2022,emergency interties,new,NA
CA4010008,2022,groundwater,new,NA
CA4010008,2022,surface water,new,NA
CA4010008,2022,purchased groundwater,new,NA
CA4010008,2022,purchased surface water,new,NA
CA4010008,2022,standby sources,new,NA
CA4010008,2022,emergency interties,new,NA
CA4010009,2022,groundwater,new,NA
CA4010009,2022,surface water,new,NA
CA4010009,2022,purchased groundwater,new,NA
CA4010009,2022,purchased surface water,new,NA
CA4010009,2022,standby sources,new,NA
CA4010009,2022,emergency interties,new,NA
CA4010011,2022,groundwater,new,0
CA4010011,2022,surface water,new,0
CA4010011,2022,purchased groundwater,new,0
CA4010011,2022,purchased surface water,new,0
CA4010011,2022,standby sources,new,0
CA4010011,2022,emergency interties,new,0
CA4010012,2022,groundwater,new,NA
CA4010012,2022,surface water,new,0
CA4010012,2022,purchased groundwater,new,NA
CA4010012,2022,purchased surface water,new,NA
CA4010012,2022,standby sources,new,NA
CA4010012,2022,emergency interties,new,NA
CA4010014,2022,groundwater,new,0
CA4010014,2022,surface water,new,0
CA4010014,2022,purchased groundwater,new,0
CA4010014,2022,purchased surface water,new,0
CA4010014,2022,standby sources,new,0
CA4010014,2022,emergency interties,new,0
CA4010016,2022,groundwater,new,1
CA4010016,2022,surface water,new,0
CA4010016,2022,purchased groundwater,new,NA
CA4010016,2022,purchased surface water,new,0
CA4010016,2022,standby sources,new,0
CA4010016,2022,emergency interties,new,0
CA4010017,2022,groundwater,new,NA
CA4010017,2022,surface water,new,NA
CA4010017,2022,purchased groundwater,new,NA
CA4010017,2022,purchased surface water,new,NA
CA4010017,2022,standby sources,new,NA
CA4010017,2022,emergency interties,new,NA
CA4010018,2022,groundwater,new,NA
CA4010018,2022,surface water,new,NA
CA4010018,2022,purchased groundwater,new,NA
CA4010018,2022,purchased surface water,new,NA
CA4010018,2022,standby sources,new,NA
CA4010018,2022,emergency interties,new,NA
CA4010019,2022,groundwater,new,NA
CA4010019,2022,surface water,new,NA
CA4010019,2022,purchased groundwater,new,NA
CA4010019,2022,purchased surface water,new,NA
CA4010019,2022,standby sources,new,NA
CA4010019,2022,emergency interties,new,NA
CA4010026,2022,groundwater,new,0
CA4010026,2022,surface water,new,0
CA4010026,2022,purchased groundwater,new,0
CA4010026,2022,purchased surface water,new,1
CA4010026,2022,standby sources,new,0
CA4010026,2022,emergency interties,new,0
CA4010081,2022,groundwater,new,NA
CA4010081,2022,surface water,new,NA
CA4010081,2022,purchased groundwater,new,NA
CA4010081,2022,purchased surface water,new,NA
CA4010081,2022,standby sources,new,NA
CA4010081,2022,emergency interties,new,NA
CA4010830,2022,groundwater,new,NA
CA4010830,2022,surface water,new,NA
CA4010830,2022,purchased groundwater,new,NA
CA4010830,2022,purchased surface water,new,NA
CA4010830,2022,standby sources,new,NA
CA4010830,2022,emergency interties,new,NA
CA4010832,2022,groundwater,new,NA
CA4010832,2022,surface water,new,NA
CA4010832,2022,purchased groundwater,new,NA
CA4010832,2022,purchased surface water,new,NA
CA4010832,2022,standby sources,new,NA
CA4010832,2022,emergency interties,new,NA
CA4110001,2022,groundwater,new,NA
CA4110001,2022,surface water,new,NA
CA4110001,2022,purchased groundwater,new,NA
CA4110001,2022,purchased surface water,new,NA
CA4110001,2022,standby sources,new,NA
CA4110001,2022,emergency interties,new,NA
CA4110002,2022,groundwater,new,0
CA4110002,2022,surface water,new,0
CA4110002,2022,purchased groundwater,new,0
CA4110002,2022,purchased surface water,new,0
CA4110002,2022,standby sources,new,0
CA4110002,2022,emergency interties,new,0
CA4110003,2022,groundwater,new,NA
CA4110003,2022,surface water,new,NA
CA4110003,2022,purchased groundwater,new,NA
CA4110003,2022,purchased surface water,new,NA
CA4110003,2022,standby sources,new,NA
CA4110003,2022,emergency interties,new,NA
CA4110006,2022,groundwater,new,NA
CA4110006,2022,surface water,new,NA
CA4110006,2022,purchased groundwater,new,NA
CA4110006,2022,purchased surface water,new,NA
CA4110006,2022,standby sources,new,NA
CA4110006,2022,emergency interties,new,NA
CA4110007,2022,groundwater,new,NA
CA4110007,2022,surface water,new,NA
CA4110007,2022,purchased groundwater,new,NA
CA4110007,2022,purchased surface water,new,NA
CA4110007,2022,standby sources,new,NA
CA4110007,2022,emergency interties,new,NA
CA4110008,2022,groundwater,new,NA
CA4110008,2022,surface water,new,NA
CA4110008,2022,purchased groundwater,new,NA
CA4110008,2022,purchased surface water,new,NA
CA4110008,2022,standby sources,new,NA
CA4110008,2022,emergency interties,new,NA
CA4110009,2022,groundwater,new,NA
CA4110009,2022,surface water,new,NA
CA4110009,2022,purchased groundwater,new,NA
CA4110009,2022,purchased surface water,new,NA
CA4110009,2022,standby sources,new,NA
CA4110009,2022,emergency interties,new,NA
CA4110010,2022,groundwater,new,NA
CA4110010,2022,surface water,new,NA
CA4110010,2022,purchased groundwater,new,NA
CA4110010,2022,purchased surface water,new,NA
CA4110010,2022,standby sources,new,NA
CA4110010,2022,emergency interties,new,NA
CA4110011,2022,groundwater,new,NA
CA4110011,2022,surface water,new,NA
CA4110011,2022,purchased groundwater,new,NA
CA4110011,2022,purchased surface water,new,NA
CA4110011,2022,standby sources,new,NA
CA4110011,2022,emergency interties,new,NA
CA4110013,2022,groundwater,new,0
CA4110013,2022,surface water,new,0
CA4110013,2022,purchased groundwater,new,0
CA4110013,2022,purchased surface water,new,0
CA4110013,2022,standby sources,new,0
CA4110013,2022,emergency interties,new,0
CA4110016,2022,groundwater,new,NA
CA4110016,2022,surface water,new,NA
CA4110016,2022,purchased groundwater,new,NA
CA4110016,2022,purchased surface water,new,NA
CA4110016,2022,standby sources,new,NA
CA4110016,2022,emergency interties,new,NA
CA4110017,2022,groundwater,new,0
CA4110017,2022,surface water,new,0
CA4110017,2022,purchased groundwater,new,0
CA4110017,2022,purchased surface water,new,0
CA4110017,2022,standby sources,new,0
CA4110017,2022,emergency interties,new,13
CA4110018,2022,groundwater,new,0
CA4110018,2022,surface water,new,0
CA4110018,2022,purchased groundwater,new,0
CA4110018,2022,purchased surface water,new,0
CA4110018,2022,standby sources,new,0
CA4110018,2022,emergency interties,new,0
CA4110021,2022,groundwater,new,0
CA4110021,2022,surface water,new,0
CA4110021,2022,purchased groundwater,new,0
CA4110021,2022,purchased surface water,new,0
CA4110021,2022,standby sources,new,0
CA4110021,2022,emergency interties,new,2
CA4110022,2022,groundwater,new,0
CA4110022,2022,surface water,new,0
CA4110022,2022,purchased groundwater,new,0
CA4110022,2022,purchased surface water,new,0
CA4110022,2022,standby sources,new,0
CA4110022,2022,emergency interties,new,0
CA4110023,2022,groundwater,new,NA
CA4110023,2022,surface water,new,NA
CA4110023,2022,purchased groundwater,new,NA
CA4110023,2022,purchased surface water,new,NA
CA4110023,2022,standby sources,new,NA
CA4110023,2022,emergency interties,new,NA
CA4110024,2022,groundwater,new,0
CA4110024,2022,surface water,new,0
CA4110024,2022,purchased groundwater,new,0
CA4110024,2022,purchased surface water,new,0
CA4110024,2022,standby sources,new,0
CA4110024,2022,emergency interties,new,0
CA4110025,2022,groundwater,new,NA
CA4110025,2022,surface water,new,NA
CA4110025,2022,purchased groundwater,new,NA
CA4110025,2022,purchased surface water,new,0
CA4110025,2022,standby sources,new,NA
CA4110025,2022,emergency interties,new,0
CA4110027,2022,groundwater,new,NA
CA4110027,2022,surface water,new,NA
CA4110027,2022,purchased groundwater,new,NA
CA4110027,2022,purchased surface water,new,NA
CA4110027,2022,standby sources,new,NA
CA4110027,2022,emergency interties,new,NA
CA4210001,2022,groundwater,new,0
CA4210001,2022,surface water,new,0
CA4210001,2022,purchased groundwater,new,0
CA4210001,2022,purchased surface water,new,0
CA4210001,2022,standby sources,new,0
CA4210001,2022,emergency interties,new,0
CA4210003,2022,groundwater,new,0
CA4210003,2022,surface water,new,0
CA4210003,2022,purchased groundwater,new,0
CA4210003,2022,purchased surface water,new,0
CA4210003,2022,standby sources,new,0
CA4210003,2022,emergency interties,new,0
CA4210004,2022,groundwater,new,0
CA4210004,2022,surface water,new,0
CA4210004,2022,purchased groundwater,new,0
CA4210004,2022,purchased surface water,new,0
CA4210004,2022,standby sources,new,0
CA4210004,2022,emergency interties,new,0
CA4210006,2022,groundwater,new,NA
CA4210006,2022,surface water,new,NA
CA4210006,2022,purchased groundwater,new,NA
CA4210006,2022,purchased surface water,new,NA
CA4210006,2022,standby sources,new,NA
CA4210006,2022,emergency interties,new,NA
CA4210007,2022,groundwater,new,0
CA4210007,2022,surface water,new,0
CA4210007,2022,purchased groundwater,new,0
CA4210007,2022,purchased surface water,new,0
CA4210007,2022,standby sources,new,0
CA4210007,2022,emergency interties,new,0
CA4210010,2022,groundwater,new,0
CA4210010,2022,surface water,new,0
CA4210010,2022,purchased groundwater,new,0
CA4210010,2022,purchased surface water,new,0
CA4210010,2022,standby sources,new,0
CA4210010,2022,emergency interties,new,0
CA4210011,2022,groundwater,new,0
CA4210011,2022,surface water,new,0
CA4210011,2022,purchased groundwater,new,0
CA4210011,2022,purchased surface water,new,0
CA4210011,2022,standby sources,new,0
CA4210011,2022,emergency interties,new,0
CA4210013,2022,groundwater,new,NA
CA4210013,2022,surface water,new,NA
CA4210013,2022,purchased groundwater,new,NA
CA4210013,2022,purchased surface water,new,NA
CA4210013,2022,standby sources,new,NA
CA4210013,2022,emergency interties,new,NA
CA4210016,2022,groundwater,new,NA
CA4210016,2022,surface water,new,NA
CA4210016,2022,purchased groundwater,new,NA
CA4210016,2022,purchased surface water,new,NA
CA4210016,2022,standby sources,new,NA
CA4210016,2022,emergency interties,new,NA
CA4210017,2022,groundwater,new,NA
CA4210017,2022,surface water,new,NA
CA4210017,2022,purchased groundwater,new,NA
CA4210017,2022,purchased surface water,new,NA
CA4210017,2022,standby sources,new,NA
CA4210017,2022,emergency interties,new,NA
CA4210018,2022,groundwater,new,NA
CA4210018,2022,surface water,new,NA
CA4210018,2022,purchased groundwater,new,NA
CA4210018,2022,purchased surface water,new,NA
CA4210018,2022,standby sources,new,NA
CA4210018,2022,emergency interties,new,NA
CA4210019,2022,groundwater,new,NA
CA4210019,2022,surface water,new,NA
CA4210019,2022,purchased groundwater,new,NA
CA4210019,2022,purchased surface water,new,NA
CA4210019,2022,standby sources,new,NA
CA4210019,2022,emergency interties,new,NA
CA4210020,2022,groundwater,new,0
CA4210020,2022,surface water,new,0
CA4210020,2022,purchased groundwater,new,0
CA4210020,2022,purchased surface water,new,0
CA4210020,2022,standby sources,new,0
CA4210020,2022,emergency interties,new,0
CA4210024,2022,groundwater,new,0
CA4210024,2022,surface water,new,0
CA4210024,2022,purchased groundwater,new,0
CA4210024,2022,purchased surface water,new,0
CA4210024,2022,standby sources,new,0
CA4210024,2022,emergency interties,new,0
CA4300997,2022,groundwater,new,NA
CA4300997,2022,surface water,new,NA
CA4300997,2022,purchased groundwater,new,NA
CA4300997,2022,purchased surface water,new,NA
CA4300997,2022,standby sources,new,NA
CA4300997,2022,emergency interties,new,NA
CA4310001,2022,groundwater,new,NA
CA4310001,2022,surface water,new,NA
CA4310001,2022,purchased groundwater,new,NA
CA4310001,2022,purchased surface water,new,NA
CA4310001,2022,standby sources,new,NA
CA4310001,2022,emergency interties,new,NA
CA4310004,2022,groundwater,new,NA
CA4310004,2022,surface water,new,NA
CA4310004,2022,purchased groundwater,new,NA
CA4310004,2022,purchased surface water,new,NA
CA4310004,2022,standby sources,new,NA
CA4310004,2022,emergency interties,new,NA
CA4310005,2022,groundwater,new,0
CA4310005,2022,surface water,new,0
CA4310005,2022,purchased groundwater,new,0
CA4310005,2022,purchased surface water,new,0
CA4310005,2022,standby sources,new,0
CA4310005,2022,emergency interties,new,0
CA4310006,2022,groundwater,new,0
CA4310006,2022,surface water,new,0
CA4310006,2022,purchased groundwater,new,0
CA4310006,2022,purchased surface water,new,0
CA4310006,2022,standby sources,new,0
CA4310006,2022,emergency interties,new,0
CA4310007,2022,groundwater,new,0
CA4310007,2022,surface water,new,0
CA4310007,2022,purchased groundwater,new,0
CA4310007,2022,purchased surface water,new,0
CA4310007,2022,standby sources,new,0
CA4310007,2022,emergency interties,new,0
CA4310009,2022,groundwater,new,NA
CA4310009,2022,surface water,new,NA
CA4310009,2022,purchased groundwater,new,NA
CA4310009,2022,purchased surface water,new,NA
CA4310009,2022,standby sources,new,NA
CA4310009,2022,emergency interties,new,NA
CA4310011,2022,groundwater,new,NA
CA4310011,2022,surface water,new,NA
CA4310011,2022,purchased groundwater,new,NA
CA4310011,2022,purchased surface water,new,NA
CA4310011,2022,standby sources,new,NA
CA4310011,2022,emergency interties,new,NA
CA4310012,2022,groundwater,new,NA
CA4310012,2022,surface water,new,NA
CA4310012,2022,purchased groundwater,new,NA
CA4310012,2022,purchased surface water,new,NA
CA4310012,2022,standby sources,new,NA
CA4310012,2022,emergency interties,new,NA
CA4310013,2022,groundwater,new,0
CA4310013,2022,surface water,new,0
CA4310013,2022,purchased groundwater,new,0
CA4310013,2022,purchased surface water,new,0
CA4310013,2022,standby sources,new,0
CA4310013,2022,emergency interties,new,0
CA4310014,2022,groundwater,new,NA
CA4310014,2022,surface water,new,NA
CA4310014,2022,purchased groundwater,new,NA
CA4310014,2022,purchased surface water,new,NA
CA4310014,2022,standby sources,new,NA
CA4310014,2022,emergency interties,new,NA
CA4310018,2022,groundwater,new,NA
CA4310018,2022,surface water,new,NA
CA4310018,2022,purchased groundwater,new,NA
CA4310018,2022,purchased surface water,new,NA
CA4310018,2022,standby sources,new,NA
CA4310018,2022,emergency interties,new,NA
CA4310019,2022,groundwater,new,0
CA4310019,2022,surface water,new,0
CA4310019,2022,purchased groundwater,new,0
CA4310019,2022,purchased surface water,new,0
CA4310019,2022,standby sources,new,0
CA4310019,2022,emergency interties,new,0
CA4310020,2022,groundwater,new,0
CA4310020,2022,surface water,new,0
CA4310020,2022,purchased groundwater,new,0
CA4310020,2022,purchased surface water,new,0
CA4310020,2022,standby sources,new,0
CA4310020,2022,emergency interties,new,0
CA4310021,2022,groundwater,new,NA
CA4310021,2022,surface water,new,NA
CA4310021,2022,purchased groundwater,new,NA
CA4310021,2022,purchased surface water,new,NA
CA4310021,2022,standby sources,new,NA
CA4310021,2022,emergency interties,new,NA
CA4310022,2022,groundwater,new,2
CA4310022,2022,surface water,new,0
CA4310022,2022,purchased groundwater,new,0
CA4310022,2022,purchased surface water,new,0
CA4310022,2022,standby sources,new,0
CA4310022,2022,emergency interties,new,0
CA4310028,2022,groundwater,new,NA
CA4310028,2022,surface water,new,NA
CA4310028,2022,purchased groundwater,new,NA
CA4310028,2022,purchased surface water,new,NA
CA4310028,2022,standby sources,new,NA
CA4310028,2022,emergency interties,new,NA
CA4410002,2022,groundwater,new,NA
CA4410002,2022,surface water,new,NA
CA4410002,2022,purchased groundwater,new,NA
CA4410002,2022,purchased surface water,new,NA
CA4410002,2022,standby sources,new,NA
CA4410002,2022,emergency interties,new,NA
CA4410010,2022,groundwater,new,0
CA4410010,2022,surface water,new,0
CA4410010,2022,purchased groundwater,new,0
CA4410010,2022,purchased surface water,new,0
CA4410010,2022,standby sources,new,0
CA4410010,2022,emergency interties,new,0
CA4410011,2022,groundwater,new,0
CA4410011,2022,surface water,new,0
CA4410011,2022,purchased groundwater,new,0
CA4410011,2022,purchased surface water,new,0
CA4410011,2022,standby sources,new,0
CA4410011,2022,emergency interties,new,0
CA4410013,2022,groundwater,new,NA
CA4410013,2022,surface water,new,NA
CA4410013,2022,purchased groundwater,new,NA
CA4410013,2022,purchased surface water,new,NA
CA4410013,2022,standby sources,new,NA
CA4410013,2022,emergency interties,new,NA
CA4410014,2022,groundwater,new,NA
CA4410014,2022,surface water,new,NA
CA4410014,2022,purchased groundwater,new,NA
CA4410014,2022,purchased surface water,new,NA
CA4410014,2022,standby sources,new,NA
CA4410014,2022,emergency interties,new,NA
CA4410017,2022,groundwater,new,0
CA4410017,2022,surface water,new,0
CA4410017,2022,purchased groundwater,new,0
CA4410017,2022,purchased surface water,new,0
CA4410017,2022,standby sources,new,1
CA4410017,2022,emergency interties,new,0
CA4510001,2022,groundwater,new,0
CA4510001,2022,surface water,new,0
CA4510001,2022,purchased groundwater,new,0
CA4510001,2022,purchased surface water,new,0
CA4510001,2022,standby sources,new,0
CA4510001,2022,emergency interties,new,0
CA4510003,2022,groundwater,new,NA
CA4510003,2022,surface water,new,NA
CA4510003,2022,purchased groundwater,new,NA
CA4510003,2022,purchased surface water,new,NA
CA4510003,2022,standby sources,new,NA
CA4510003,2022,emergency interties,new,NA
CA4510005,2022,groundwater,new,0
CA4510005,2022,surface water,new,0
CA4510005,2022,purchased groundwater,new,0
CA4510005,2022,purchased surface water,new,0
CA4510005,2022,standby sources,new,0
CA4510005,2022,emergency interties,new,0
CA4510006,2022,groundwater,new,NA
CA4510006,2022,surface water,new,NA
CA4510006,2022,purchased groundwater,new,NA
CA4510006,2022,purchased surface water,new,NA
CA4510006,2022,standby sources,new,NA
CA4510006,2022,emergency interties,new,NA
CA4510007,2022,groundwater,new,NA
CA4510007,2022,surface water,new,NA
CA4510007,2022,purchased groundwater,new,NA
CA4510007,2022,purchased surface water,new,NA
CA4510007,2022,standby sources,new,NA
CA4510007,2022,emergency interties,new,NA
CA4510011,2022,groundwater,new,NA
CA4510011,2022,surface water,new,NA
CA4510011,2022,purchased groundwater,new,NA
CA4510011,2022,purchased surface water,new,NA
CA4510011,2022,standby sources,new,NA
CA4510011,2022,emergency interties,new,3
CA4510014,2022,groundwater,new,NA
CA4510014,2022,surface water,new,NA
CA4510014,2022,purchased groundwater,new,NA
CA4510014,2022,purchased surface water,new,NA
CA4510014,2022,standby sources,new,NA
CA4510014,2022,emergency interties,new,NA
CA4510016,2022,groundwater,new,0
CA4510016,2022,surface water,new,0
CA4510016,2022,purchased groundwater,new,0
CA4510016,2022,purchased surface water,new,0
CA4510016,2022,standby sources,new,0
CA4510016,2022,emergency interties,new,0
CA4710002,2022,groundwater,new,NA
CA4710002,2022,surface water,new,NA
CA4710002,2022,purchased groundwater,new,NA
CA4710002,2022,purchased surface water,new,NA
CA4710002,2022,standby sources,new,NA
CA4710002,2022,emergency interties,new,NA
CA4710008,2022,groundwater,new,0
CA4710008,2022,surface water,new,0
CA4710008,2022,purchased groundwater,new,0
CA4710008,2022,purchased surface water,new,0
CA4710008,2022,standby sources,new,0
CA4710008,2022,emergency interties,new,0
CA4710009,2022,groundwater,new,NA
CA4710009,2022,surface water,new,NA
CA4710009,2022,purchased groundwater,new,NA
CA4710009,2022,purchased surface water,new,NA
CA4710009,2022,standby sources,new,NA
CA4710009,2022,emergency interties,new,NA
CA4710011,2022,groundwater,new,NA
CA4710011,2022,surface water,new,NA
CA4710011,2022,purchased groundwater,new,NA
CA4710011,2022,purchased surface water,new,NA
CA4710011,2022,standby sources,new,NA
CA4710011,2022,emergency interties,new,NA
CA4710013,2022,groundwater,new,0
CA4710013,2022,surface water,new,0
CA4710013,2022,purchased groundwater,new,0
CA4710013,2022,purchased surface water,new,0
CA4710013,2022,standby sources,new,0
CA4710013,2022,emergency interties,new,0
CA4810001,2022,groundwater,new,0
CA4810001,2022,surface water,new,0
CA4810001,2022,purchased groundwater,new,0
CA4810001,2022,purchased surface water,new,0
CA4810001,2022,standby sources,new,0
CA4810001,2022,emergency interties,new,0
CA4810002,2022,groundwater,new,NA
CA4810002,2022,surface water,new,NA
CA4810002,2022,purchased groundwater,new,NA
CA4810002,2022,purchased surface water,new,NA
CA4810002,2022,standby sources,new,NA
CA4810002,2022,emergency interties,new,NA
CA4810003,2022,groundwater,new,NA
CA4810003,2022,surface water,new,NA
CA4810003,2022,purchased groundwater,new,NA
CA4810003,2022,purchased surface water,new,NA
CA4810003,2022,standby sources,new,NA
CA4810003,2022,emergency interties,new,NA
CA4810004,2022,groundwater,new,0
CA4810004,2022,surface water,new,0
CA4810004,2022,purchased groundwater,new,0
CA4810004,2022,purchased surface water,new,0
CA4810004,2022,standby sources,new,0
CA4810004,2022,emergency interties,new,0
CA4810005,2022,groundwater,new,0
CA4810005,2022,surface water,new,0
CA4810005,2022,purchased groundwater,new,0
CA4810005,2022,purchased surface water,new,0
CA4810005,2022,standby sources,new,0
CA4810005,2022,emergency interties,new,0
CA4810007,2022,groundwater,new,0
CA4810007,2022,surface water,new,0
CA4810007,2022,purchased groundwater,new,0
CA4810007,2022,purchased surface water,new,0
CA4810007,2022,standby sources,new,0
CA4810007,2022,emergency interties,new,0
CA4810008,2022,groundwater,new,NA
CA4810008,2022,surface water,new,NA
CA4810008,2022,purchased groundwater,new,NA
CA4810008,2022,purchased surface water,new,NA
CA4810008,2022,standby sources,new,NA
CA4810008,2022,emergency interties,new,NA
